generic_name,company_name,therapeutic_category,dosage_form,status,availability,package_ndc,initial_posting_date,update_date,update_type,source_id
Dexmedetomidine Hydrochloride Injection,Eugia US LLC,Anesthesia,Injection,Current,Available,55150-209-02,04/10/2020,04/08/2026,Reverified,openfda_drug_shortages
Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Analgesia/Addiction,Injection,Current,Limited Availability,0409-1312-30,10/31/2017,05/08/2026,Revised,openfda_drug_shortages
Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.",Cardiovascular,Tablet,To Be Discontinued,,0480-7270-98,06/13/2025,06/13/2025,New,openfda_drug_shortages
Rocuronium Bromide Injection,"Mylan Institutional, a Viatris Company",Anesthesia,Injection,Current,Available,67457-228-10,02/15/2023,05/19/2026,Reverified,openfda_drug_shortages
Fosaprepitant Dimeglumine Injection,"Fresenius Kabi USA, LLC",Gastroenterology,Injection,To Be Discontinued,,63323-972-10,04/08/2026,04/08/2026,New,openfda_drug_shortages
Rifampin Injection,Sanofi-Aventis U.S. LLC,Anti-Infective,Injection,Current,Unavailable,0068-0597-01,02/17/2021,04/20/2026,Revised,openfda_drug_shortages
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC",Anesthesia; Pediatric,Injection,Current,Available,63323-481-57,10/14/2016,04/23/2026,Reverified,openfda_drug_shortages
"Fluvastatin Sodium Tablet, Extended Release",Sandoz Inc.,Cardiovascular,Tablet,To Be Discontinued,,0781-8017-01,01/27/2026,01/27/2026,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.",Psychiatry,Tablet,Current,Available,0555-0776-02,10/12/2022,05/18/2026,Revised,openfda_drug_shortages
Progesterone Vaginal Gel,AbbVie Inc.,Urology,Vaginal Gel,To Be Discontinued,,0023-6150-04,03/27/2026,03/27/2026,New,openfda_drug_shortages
Eszopiclone Tablet,"Teva Pharmaceuticals USA, Inc.",Neurology,Tablet,To Be Discontinued,,0093-5539-01,06/26/2025,06/26/2025,New,openfda_drug_shortages
"Potassium Chloride Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.",Endocrinology/Metabolism; Gastroenterology,Tablet,To Be Discontinued,,62037-720-10,11/21/2025,11/21/2025,New,openfda_drug_shortages
Dextrose Monohydrate 5% Injection,Baxter Healthcare,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0338-0017-18,02/14/2022,05/16/2026,Reverified,openfda_drug_shortages
Furosemide Injection,"Fresenius Kabi USA, LLC",Cardiovascular,Injection,Current,Available,63323-280-10,04/07/2020,04/23/2026,Reverified,openfda_drug_shortages
Oxaliplatin Injection,"Fresenius Kabi USA, LLC",Oncology,Injection,To Be Discontinued,,63323-750-20,02/25/2026,02/25/2026,New,openfda_drug_shortages
Remifentanil Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Available,0143-9393-10,06/28/2022,05/12/2026,Reverified,openfda_drug_shortages
Fentanyl Citrate Injection,"Fresenius Kabi USA, LLC",Analgesia/Addiction; Pediatric,Injection,Current,Unavailable,63323-806-20,01/01/2012,04/23/2026,Revised,openfda_drug_shortages
Promethazine Hydrochloride Injection,"XGen Pharmaceuticals DJB, Inc.",Analgesia/Addiction; Gastroenterology; Other; Pulmonary/Allergy,Injection,Current,Available,39822-5525-3,11/21/2023,05/08/2026,Reverified,openfda_drug_shortages
Dextrose Monohydrate 5% Injection,B. Braun Medical Inc.,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0264-1510-32,02/14/2022,05/19/2026,Reverified,openfda_drug_shortages
Furosemide Injection,"Hospira, Inc., a Pfizer Company",Cardiovascular,Injection,Current,Unavailable,0409-6102-26,04/07/2020,05/08/2026,Reverified,openfda_drug_shortages
Pemetrexed Disodium Injection,Sandoz Inc.,Oncology,Injection,To Be Discontinued,,0781-3518-76,10/10/2025,10/10/2025,New,openfda_drug_shortages
Rifampin Injection,"Fresenius Kabi USA, LLC",Anti-Infective,Injection,Current,Available,63323-351-20,02/17/2021,04/23/2026,Reverified,openfda_drug_shortages
Flurazepam Hydrochloride Capsule,Chartwell Molecular Holdings LLC,Oncology; Other,Capsule,Current,Available,62135-736-90,08/03/2022,05/19/2026,Reverified,openfda_drug_shortages
Remifentanil Hydrochloride Injection,"Fresenius Kabi USA, LLC",Analgesia/Addiction,Injection,Current,Unavailable,63323-723-03,06/28/2022,04/23/2026,Reverified,openfda_drug_shortages
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC",Anesthesia; Pediatric,Injection,Current,Available,63323-482-17,10/14/2016,04/23/2026,Reverified,openfda_drug_shortages
Levothyroxine Sodium Tablet,"EMD Serono, Inc.",Endocrinology/Metabolism,Tablet,To Be Discontinued,,72305-175-90,07/10/2025,07/10/2025,New,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Somerset Therapeutics, LLC",Anesthesia,Injection,Current,Available,70069-062-10,03/23/2018,05/08/2026,Revised,openfda_drug_shortages
"Testosterone Gel; Gel, Metered","Actavis Pharma, Inc.",Urology,"Gel; Gel, Metered",To Be Discontinued,,0591-2925-30,06/16/2025,06/16/2025,New,openfda_drug_shortages
Hydromorphone Hydrochloride Injection,"Teva Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Available,0703-0018-01,11/01/2017,05/18/2026,Revised,openfda_drug_shortages
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",Endocrinology/Metabolism; Gastroenterology; Pediatric,Injection,To Be Discontinued,,0409-4900-14,11/07/2025,11/07/2025,New,openfda_drug_shortages
Fondaparinux Sodium Injection,"Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",Hematology,Injection,To Be Discontinued,,0781-3454-95,09/29/2025,09/29/2025,New,openfda_drug_shortages
Hydroxocobalamin Injection,"Teva Pharmaceuticals USA, Inc.",Other,Injection,Current,Unavailable,0591-2888-30,11/04/2024,05/18/2026,Revised,openfda_drug_shortages
Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Injection,Current,Unavailable,0641-6083-25,11/21/2023,05/12/2026,Reverified,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Unavailable,63323-285-13,03/23/2018,04/23/2026,Revised,openfda_drug_shortages
Furosemide Injection,"Meitheal Pharmaceuticals, Inc.",Cardiovascular,Injection,Current,Available,71288-203-05,04/07/2020,04/23/2026,Revised,openfda_drug_shortages
Rocuronium Bromide Injection,Eugia US LLC,Anesthesia,Injection,Current,Unavailable,55150-226-10,02/15/2023,05/05/2026,Revised,openfda_drug_shortages
Eszopiclone Tablet,"Teva Pharmaceuticals USA, Inc.",Neurology,Tablet,To Be Discontinued,,0093-5537-56,06/26/2025,06/26/2025,New,openfda_drug_shortages
Insulin Degludec Injection,"Novo Nordisk, Inc.",Endocrinology/Metabolism,Injection,To Be Discontinued,,73070-400-11,07/21/2025,07/21/2025,New,openfda_drug_shortages
Rifampin Capsule,"Epic Pharma, LLC",Anti-Infective,Capsule,Current,Unavailable,42806-799-05,12/22/2021,05/18/2026,Reverified,openfda_drug_shortages
Scopolamine Transdermal System,Padagis US LLC,Gastroenterology; Neurology; Other,Transdermal System,To Be Discontinued,,45802-580-46,11/03/2025,11/03/2025,New,openfda_drug_shortages
Haloperidol Decanoate Injection,"Fresenius Kabi USA, LLC",Psychiatry,Injection,To Be Discontinued,,63323-469-05,01/09/2026,01/09/2026,New,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Available,63323-285-23,03/23/2018,04/23/2026,Reverified,openfda_drug_shortages
Fentanyl Citrate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Pediatric,Injection,Current,Available,0641-6029-25,12/20/2023,05/12/2026,Reverified,openfda_drug_shortages
"Lamotrigine Tablet, Extended Release","Par Health, Inc.",Neurology,Tablet,To Be Discontinued,,49884-564-11,04/29/2026,04/29/2026,New,openfda_drug_shortages
Rocuronium Bromide Injection,"XGen Pharmaceuticals DJB, Inc.",Anesthesia,Injection,Current,Available,39822-4200-6,02/15/2023,05/08/2026,Revised,openfda_drug_shortages
Sufentanil Citrate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Pediatric,Injection,Current,Unavailable,17478-050-01,05/03/2022,05/12/2026,Reverified,openfda_drug_shortages
Hydrocortisone Sodium Succinate Injection,Cipla Limited,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Pulmonary/Allergy; Renal; Rheumatology,Injection,Resolved,,69097-004-67,03/24/2023,02/24/2026,Revised,openfda_drug_shortages
Sodium Acetate Injection,"Hikma Pharmaceuticals USA, Inc.",Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Injection,Current,Available,0641-6261-01,02/03/2016,05/12/2026,Reverified,openfda_drug_shortages
Flurazepam Hydrochloride Capsule,Chartwell Molecular Holdings LLC,Neurology; Other,Capsule,Current,Available,62135-736-30,08/03/2022,05/19/2026,Reverified,openfda_drug_shortages
"Lisdexamfetamine Dimesylate Tablet, Chewable","Sun Pharmaceutical Industries, Inc.",Psychiatry,"Tablet, Chewable",Current,Available,57664-084-88,07/14/2023,04/17/2026,Revised,openfda_drug_shortages
Bacitracin Ophthalmic Ointment,Padagis US LLC,Anti-Infective; Ophthalmology,Ophthalmic Ointment,Current,Unavailable,0574-4022-35,03/03/2025,02/04/2026,Revised,openfda_drug_shortages
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",Anesthesia,Injection,Current,Unavailable,0409-9045-01,02/20/2018,05/08/2026,Reverified,openfda_drug_shortages
Liraglutide Injection,"Novo Nordisk, Inc.",Endocrinology/Metabolism,Injection,Current,Limited Availability,0169-4060-13,07/18/2023,04/20/2026,Reverified,openfda_drug_shortages
Bosentan Tablet,Actelion Pharmaceuticals,Cardiovascular,Tablet,To Be Discontinued,,66215-102-03,06/09/2025,06/09/2025,New,openfda_drug_shortages
Isoniazid Tablet,Genus Lifesciences,Anti-Infective,Tablet,To Be Discontinued,,64950-217-10,07/01/2025,07/01/2025,New,openfda_drug_shortages
Lidocaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Anesthesia; Pediatric,Injection,Current,Unavailable,0409-4275-01,02/22/2012,05/08/2026,Reverified,openfda_drug_shortages
Sodium Acetate Injection,Milla Pharmaceuticals,Total Parenteral Nutrition,Injection,Current,Available,71357-008-10,03/23/2016,05/15/2026,Reverified,openfda_drug_shortages
Azacitidine Injection,"Hikma Pharmaceuticals USA, Inc.",Oncology,Injection,Current,Available,0143-9606-01,12/18/2020,05/12/2026,Reverified,openfda_drug_shortages
Ketorolac Tromethamine Injection,"Fresenius Kabi USA, LLC",Analgesia/Addiction,Injection,Current,Available,63323-162-01,03/23/2018,04/23/2026,Revised,openfda_drug_shortages
Sufentanil Citrate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Pediatric,Injection,Current,Unavailable,17478-050-02,05/03/2022,05/12/2026,Reverified,openfda_drug_shortages
"Guanfacine Hydrochloride Tablet, Extended Release","Actavis Pharma, Inc.",Psychiatry,Tablet,To Be Discontinued,,0228-2855-11,11/13/2025,11/13/2025,New,openfda_drug_shortages
Lidocaine Hydrochloride Injection,Sintetica US,Anesthesia; Pediatric,Injection,Current,Available,83090-004-10,02/22/2012,08/19/2025,Reverified,openfda_drug_shortages
Tbo-filgrastim Injection,"Teva Pharmaceuticals USA, Inc.",Hematology,Injection,To Be Discontinued,,63459-920-59,06/13/2025,06/13/2025,New,openfda_drug_shortages
Bosentan Tablet,Actelion Pharmaceuticals,Cardiovascular,Tablet,To Be Discontinued,,66215-101-03,06/09/2025,06/09/2025,New,openfda_drug_shortages
Lidocaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Anesthesia; Pediatric,Injection,Current,Available,0409-4276-02,02/22/2012,05/08/2026,Reverified,openfda_drug_shortages
Tiagabine Hydrochloride Tablet,"Teva Pharmaceuticals USA, Inc.",Neurology,Tablet,To Be Discontinued,,0093-5030-56,04/15/2026,04/15/2026,New,openfda_drug_shortages
Hydrochlorothiazide; Quinapril Hydrochloride Tablet,Pfizer Inc.,Cardiovascular,Tablet,To Be Discontinued,,0071-3112-23,10/01/2025,10/01/2025,New,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,Amneal Pharmaceuticals,Psychiatry,Capsule,Current,Unavailable,65162-026-09,07/14/2023,02/09/2026,Reverified,openfda_drug_shortages
Triamcinolone Hexacetonide Injection,Medexus,Rheumatology,Injection,Current,Unavailable,59137-570-01,05/04/2021,04/30/2026,Reverified,openfda_drug_shortages
Bupivacaine Hydrochloride Injection,Kindos Pharmaceuticals Co. Ltd.,Anesthesia,Injection,To Be Discontinued,,71288-723-52,05/05/2026,05/05/2026,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Lannett Company, Inc.",Psychiatry,Tablet,Current,Available,0527-1502-37,10/12/2022,05/15/2026,Reverified,openfda_drug_shortages
Azacitidine Injection,"Dr. Reddy's Laboratories, Inc.",Oncology,Injection,Current,Available,43598-305-62,12/18/2020,04/20/2026,Reverified,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Oryza Pharmaceuticals Inc.,Psychiatry,Tablet,Current,Available,72516-011-01,10/12/2022,04/01/2026,Reverified,openfda_drug_shortages
Metoprolol Tartrate Tablet,Aurobindo Pharma USA,Cardiovascular,Tablet,To Be Discontinued,,65862-062-99,06/03/2025,06/03/2025,New,openfda_drug_shortages
Carbamazepine Tablet,"Teva Pharmaceuticals USA, Inc.",Neurology,Tablet,To Be Discontinued,,0093-0090-01,06/10/2025,06/10/2025,New,openfda_drug_shortages
Desipramine Hydrochloride Tablet,"Avet Pharmaceuticals, Inc.",Psychiatry,Tablet,To Be Discontinued,,23155-582-01,08/12/2025,08/12/2025,New,openfda_drug_shortages
"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.",Psychiatry,"Film, Extended Release",Current,Available,0574-2420-65,02/28/2025,05/07/2026,Reverified,openfda_drug_shortages
Carboplatin Injection,"Hospira, Inc., a Pfizer Company",Oncology,Injection,Current,Limited Availability,61703-339-18,04/28/2023,05/08/2026,Revised,openfda_drug_shortages
Lidocaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Anesthesia; Pediatric,Injection,Current,Available,0409-4276-01,02/22/2012,05/08/2026,Reverified,openfda_drug_shortages
Meperidine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Analgesia/Addiction,Injection,Current,Available,0409-1181-30,05/30/2025,05/08/2026,Reverified,openfda_drug_shortages
Albuterol Sulfate Solution,Nephron Pharmaceuticals Corporation,Pulmonary/Allergy; Pediatric,Solution,Current,Available,0487-9901-30,10/25/2022,05/08/2026,Revised,openfda_drug_shortages
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Available,63323-462-37,02/20/2018,05/08/2026,Revised,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,Psychiatry,Capsule,Current,Limited Availability,0406-5111-01,07/14/2023,05/08/2026,Revised,openfda_drug_shortages
Bupivacaine Hydrochloride Injection,Kindos Pharmaceuticals Co. Ltd.,Anesthesia,Injection,To Be Discontinued,,71288-726-52,05/05/2026,05/05/2026,New,openfda_drug_shortages
Ketorolac Tromethamine Injection,Baxter Healthcare,Analgesia/Addiction,Injection,Current,Available,0338-0069-10,06/06/2018,04/20/2026,Reverified,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC",Psychiatry,Tablet,Current,Limited Availability,13811-708-10,07/26/2023,05/18/2026,Reverified,openfda_drug_shortages
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Available,63323-466-17,02/20/2018,05/08/2026,Reverified,openfda_drug_shortages
Clindamycin Hydrochloride Capsule,Pfizer Inc.,Anti-Infective,Capsule,To Be Discontinued,,0009-0395-14,02/25/2026,02/25/2026,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,Psychiatry,Tablet,Current,Limited Availability,0406-8892-01,10/12/2022,05/08/2026,Revised,openfda_drug_shortages
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",Anesthesia,Injection,Current,Unavailable,0409-9045-17,02/20/2018,05/08/2026,Reverified,openfda_drug_shortages
Lidocaine Hydrochloride Injection,B. Braun Medical Inc.,Cardiovascular,Injection,Current,Available,0264-9598-20,10/25/2017,05/19/2026,Reverified,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release",SpecGx LLC,Psychiatry,Tablet,Current,Limited Availability,0406-1473-01,07/26/2023,05/08/2026,Revised,openfda_drug_shortages
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Available,63323-463-57,02/20/2018,05/08/2026,Reverified,openfda_drug_shortages
Clindamycin Phosphate Injection,Baxter Healthcare,Anti-Infective,Injection,Current,Unavailable,0338-3814-50,03/21/2023,04/20/2026,Reverified,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,Psychiatry,Capsule,Current,Available,60505-4745-1,11/01/2023,05/20/2026,Revised,openfda_drug_shortages
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Unavailable,63323-462-31,02/20/2018,05/08/2026,Revised,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Lannett Company, Inc.",Psychiatry,Tablet,Current,Available,0527-0760-37,10/12/2022,05/15/2026,Reverified,openfda_drug_shortages
Adalimumab-adaz Injection,Sandoz Inc.,Rheumatology,Injection,To Be Discontinued,,61314-473-64,01/13/2026,01/13/2026,New,openfda_drug_shortages
Dexamethasone Sodium Phosphate Injection,"Hikma Pharmaceuticals USA, Inc.",Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Injection,Current,Available,0641-6146-25,02/08/2019,05/12/2026,Reverified,openfda_drug_shortages
Dobutamine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Cardiovascular; Pediatric; Renal,Injection,Current,Available,0409-2344-02,11/06/2017,05/08/2026,Reverified,openfda_drug_shortages
Moxifloxacin Injection,"Fresenius Kabi USA, LLC",Anti-Infective,Injection,To Be Discontinued,,63323-850-74,10/29/2025,10/29/2025,New,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,Anesthesia,Injection,Current,Available,0409-1174-10,04/10/2020,05/08/2026,Reverified,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,"Teva Pharmaceuticals USA, Inc.",Psychiatry,Capsule,Current,Available,0480-3565-01,07/14/2023,05/18/2026,Revised,openfda_drug_shortages
